image_path,shufflenetv2_x0_5_correct,mobilenetv2_x0_75_correct,repvgg_a2_correct,label
images/train_00111.png,1,1,1,0
images/train_00112.png,1,1,1,0
images/train_00113.png,1,1,1,0
images/train_00114.png,1,1,1,0
images/train_00115.png,1,1,1,0
images/train_00116.png,1,1,1,0
images/train_00117.png,1,1,1,0
images/train_00118.png,1,1,1,0
images/train_00119.png,1,1,1,0
images/train_00120.png,1,1,1,0
images/train_00121.png,1,1,1,0
images/train_00122.png,1,1,1,0
images/train_00123.png,1,1,1,0
images/train_00124.png,1,1,1,0
images/train_00125.png,1,1,1,0
images/train_00126.png,1,1,1,0
images/train_00127.png,1,1,1,0
images/train_00128.png,1,1,1,0
images/train_00129.png,1,1,1,0
images/train_00130.png,1,1,1,0
images/train_00131.png,1,1,1,0
images/train_00132.png,1,1,1,0
images/train_00133.png,1,1,1,0
images/train_00134.png,1,1,1,0
images/train_00135.png,1,1,1,0
images/train_00136.png,1,1,1,0
images/train_00137.png,1,1,1,0
images/train_00138.png,1,1,1,0
images/train_00139.png,1,1,1,0
images/train_00140.png,1,1,1,0
images/train_00141.png,1,1,1,0
images/train_00142.png,1,1,1,0
images/train_00143.png,1,1,1,0
images/train_00144.png,1,1,1,0
images/train_00145.png,1,1,1,0
images/train_00146.png,1,1,1,0
images/train_00147.png,1,1,1,0
images/train_00148.png,1,1,1,0
images/train_00149.png,1,1,1,0
images/train_00150.png,1,1,1,0
images/train_00151.png,1,1,1,0
images/train_00152.png,1,1,1,0
images/train_00153.png,1,1,1,0
images/train_00154.png,1,1,1,0
images/train_00155.png,1,1,1,0
images/train_00156.png,1,1,1,0
images/train_00157.png,0,1,1,1
images/train_00158.png,1,1,1,0
images/train_00159.png,1,1,1,0
images/train_00160.png,1,1,1,0
images/train_00161.png,1,1,1,0
images/train_00162.png,1,1,1,0
images/train_00163.png,0,1,1,1
images/train_00164.png,1,1,1,0
images/train_00165.png,1,1,1,0
images/train_00166.png,1,1,1,0
images/train_00167.png,1,1,1,0
images/train_00168.png,1,1,1,0
images/train_00169.png,1,1,1,0
images/train_00170.png,1,1,1,0
images/train_00171.png,1,1,1,0
images/train_00172.png,1,1,1,0
images/train_00173.png,1,1,1,0
images/train_00174.png,1,1,1,0
images/train_00175.png,1,1,1,0
images/train_00176.png,1,1,1,0
images/train_00177.png,1,1,1,0
images/train_00178.png,1,1,1,0
images/train_00179.png,1,1,1,0
images/train_00180.png,1,1,1,0
images/train_00181.png,1,1,1,0
images/train_00182.png,1,1,1,0
images/train_00183.png,1,1,1,0
images/train_00184.png,1,1,1,0
images/train_00185.png,1,1,1,0
images/train_00186.png,1,1,1,0
images/train_00187.png,1,1,1,0
images/train_00188.png,1,1,1,0
images/train_00189.png,1,1,1,0
images/train_00190.png,1,1,1,0
images/train_00191.png,1,1,1,0
images/train_00192.png,1,1,1,0
images/train_00193.png,1,1,1,0
images/train_00194.png,1,1,1,0
images/train_00195.png,1,1,1,0
images/train_00196.png,1,1,1,0
images/train_00197.png,1,1,1,0
images/train_00198.png,1,1,1,0
images/train_00199.png,1,1,1,0
images/train_00200.png,1,1,1,0
images/train_00201.png,1,1,1,0
images/train_00202.png,1,1,1,0
images/train_00203.png,1,1,1,0
images/train_00204.png,1,1,1,0
images/train_00205.png,1,1,1,0
images/train_00206.png,1,1,1,0
images/train_00207.png,1,1,1,0
images/train_00208.png,1,1,1,0
images/train_00209.png,1,1,1,0
images/train_00210.png,1,1,1,0
images/train_00211.png,1,1,1,0
images/train_00212.png,1,1,1,0
images/train_00213.png,1,1,1,0
images/train_00214.png,1,1,1,0
images/train_00215.png,1,1,1,0
images/train_00216.png,1,1,1,0
images/train_00217.png,1,1,1,0
images/train_00218.png,1,1,1,0
images/train_00219.png,1,1,1,0
images/train_00220.png,1,1,1,0
images/train_00221.png,1,1,1,0
images/train_00222.png,1,1,1,0
images/train_00223.png,1,1,1,0
images/train_00224.png,1,1,1,0
images/train_00225.png,1,1,1,0
images/train_00226.png,1,1,1,0
images/train_00227.png,1,1,1,0
images/train_00228.png,1,1,1,0
images/train_00229.png,1,1,1,0
images/train_00230.png,1,1,1,0
images/train_00231.png,1,1,1,0
images/train_00232.png,1,1,1,0
images/train_00233.png,1,1,1,0
images/train_00234.png,1,1,1,0
images/train_00235.png,1,1,1,0
images/train_00236.png,1,1,1,0
images/train_00237.png,1,1,1,0
images/train_00238.png,1,1,1,0
images/train_00239.png,1,1,1,0
images/train_00240.png,1,1,1,0
images/train_00241.png,1,1,1,0
images/train_00242.png,1,1,1,0
images/train_00243.png,1,1,1,0
images/train_00244.png,1,1,1,0
images/train_00245.png,1,1,1,0
images/train_00246.png,1,1,1,0
images/train_00247.png,1,1,1,0
images/train_00248.png,1,1,1,0
images/train_00249.png,1,1,1,0
images/train_00250.png,1,1,1,0
images/train_00251.png,1,1,1,0
images/train_00252.png,1,1,1,0
images/train_00253.png,1,1,1,0
images/train_00254.png,1,1,1,0
images/train_00255.png,1,1,1,0
images/train_00256.png,1,1,1,0
images/train_00257.png,1,1,1,0
images/train_00258.png,1,1,1,0
images/train_00259.png,1,1,1,0
images/train_00260.png,1,1,1,0
images/train_00261.png,1,1,1,0
images/train_00262.png,1,1,1,0
images/train_00263.png,1,1,1,0
images/train_00264.png,1,1,1,0
images/train_00265.png,1,1,1,0
images/train_00266.png,1,1,1,0
images/train_00267.png,1,1,1,0
images/train_00268.png,1,1,1,0
images/train_00269.png,1,1,1,0
images/train_00270.png,1,1,1,0
images/train_00271.png,1,1,1,0
images/train_00272.png,1,1,1,0
images/train_00273.png,1,1,1,0
images/train_00274.png,1,1,1,0
images/train_00275.png,1,1,1,0
images/train_00276.png,1,1,1,0
images/train_00277.png,1,1,1,0
images/train_00278.png,1,1,1,0
images/train_00279.png,1,1,1,0
images/train_00280.png,1,1,1,0
images/train_00281.png,1,1,1,0
images/train_00282.png,1,1,1,0
images/train_00283.png,1,1,1,0
images/train_00284.png,0,1,1,1
images/train_00285.png,1,1,1,0
images/train_00286.png,1,1,1,0
images/train_00287.png,1,1,1,0
images/train_00288.png,1,1,1,0
images/train_00289.png,1,1,1,0
images/train_00290.png,1,1,1,0
images/train_00291.png,1,1,1,0
images/train_00292.png,1,1,1,0
images/train_00293.png,1,1,1,0
images/train_00294.png,1,1,1,0
images/train_00295.png,1,1,1,0
images/train_00296.png,1,1,1,0
images/train_00297.png,1,1,1,0
images/train_00298.png,1,1,1,0
images/train_00299.png,1,1,1,0
images/train_00300.png,1,1,1,0
images/train_00301.png,1,1,1,0
images/train_00302.png,1,1,1,0
images/train_00303.png,1,1,1,0
images/train_00304.png,1,1,1,0
images/train_00305.png,1,1,1,0
images/train_00306.png,0,1,1,1
images/train_00307.png,1,1,1,0
images/train_00308.png,1,1,1,0
images/train_00309.png,1,1,1,0
images/train_00310.png,1,1,1,0
images/train_00311.png,1,1,1,0
images/train_00312.png,1,1,1,0
images/train_00313.png,1,1,1,0
images/train_00314.png,1,1,1,0
images/train_00315.png,1,1,1,0
images/train_00316.png,1,1,1,0
images/train_00317.png,1,1,1,0
images/train_00318.png,1,1,1,0
images/train_00319.png,1,1,1,0
images/train_00320.png,1,1,1,0
images/train_00321.png,1,1,1,0
images/train_00322.png,1,1,1,0
images/train_00323.png,1,1,1,0
images/train_00324.png,1,1,1,0
images/train_00325.png,1,1,1,0
images/train_00326.png,1,1,1,0
images/train_00327.png,1,1,1,0
images/train_00328.png,1,1,1,0
images/train_00329.png,1,1,1,0
images/train_00330.png,1,1,1,0
images/train_00331.png,1,1,1,0
images/train_00332.png,1,1,1,0
images/train_00333.png,1,1,1,0
images/train_00334.png,1,1,1,0
images/train_00335.png,1,1,1,0
images/train_00336.png,1,1,1,0
images/train_00337.png,1,1,1,0
images/train_00338.png,1,1,1,0
images/train_00339.png,1,1,1,0
images/train_00340.png,1,1,1,0
images/train_00341.png,1,1,1,0
images/train_00342.png,1,1,1,0
images/train_00343.png,1,1,1,0
images/train_00344.png,1,1,1,0
images/train_00345.png,1,1,1,0
images/train_00346.png,1,1,1,0
images/train_00347.png,1,1,1,0
images/train_00348.png,1,1,1,0
images/train_00349.png,1,1,1,0
images/train_00350.png,1,1,1,0
images/train_00351.png,1,1,1,0
images/train_00352.png,1,1,1,0
images/train_00353.png,1,1,1,0
images/train_00354.png,1,1,1,0
images/train_00355.png,1,1,1,0
images/train_00356.png,1,1,1,0
images/train_00357.png,1,1,1,0
images/train_00358.png,1,1,1,0
images/train_00359.png,1,1,1,0
images/train_00360.png,1,1,1,0
images/train_00361.png,1,1,1,0
images/train_00362.png,1,1,1,0
images/train_00363.png,1,1,1,0
images/train_00364.png,1,1,1,0
images/train_00365.png,1,1,1,0
images/train_00366.png,1,1,1,0
images/train_00367.png,1,1,1,0
images/train_00368.png,1,1,1,0
images/train_00369.png,1,1,1,0
images/train_00370.png,1,1,1,0
images/train_00371.png,1,1,1,0
images/train_00372.png,1,1,1,0
images/train_00373.png,1,1,1,0
images/train_00374.png,1,1,1,0
images/train_00375.png,1,1,1,0
images/train_00376.png,1,1,1,0
images/train_00377.png,1,1,1,0
images/train_00378.png,1,1,1,0
images/train_00379.png,1,1,1,0
images/train_00380.png,1,1,1,0
images/train_00381.png,1,1,1,0
images/train_00382.png,1,1,1,0
images/train_00383.png,1,1,1,0
images/train_00384.png,1,1,1,0
images/train_00385.png,1,1,1,0
images/train_00386.png,1,1,1,0
images/train_00387.png,1,1,1,0
images/train_00388.png,1,1,1,0
images/train_00389.png,1,1,1,0
images/train_00390.png,1,1,1,0
images/train_00391.png,1,1,1,0
images/train_00392.png,0,1,1,1
images/train_00393.png,1,1,1,0
images/train_00394.png,1,1,1,0
images/train_00395.png,1,1,1,0
images/train_00396.png,1,1,1,0
images/train_00397.png,1,1,1,0
images/train_00398.png,1,1,1,0
images/train_00399.png,1,1,1,0
images/train_00400.png,1,1,1,0
images/train_00401.png,1,1,1,0
images/train_00402.png,1,1,1,0
images/train_00403.png,1,1,1,0
images/train_00404.png,1,1,1,0
images/train_00405.png,1,1,1,0
images/train_00406.png,1,1,1,0
images/train_00407.png,1,1,1,0
images/train_00408.png,1,1,1,0
images/train_00409.png,1,1,1,0
images/train_00410.png,1,1,1,0
images/train_00411.png,1,1,1,0
images/train_00412.png,1,1,1,0
images/train_00413.png,0,1,1,1
images/train_00414.png,1,1,1,0
images/train_00415.png,1,1,1,0
images/train_00416.png,1,1,1,0
images/train_00417.png,1,1,1,0
images/train_00418.png,0,1,1,1
images/train_00419.png,1,1,1,0
images/train_00420.png,1,1,1,0
images/train_00421.png,1,1,1,0
images/train_00422.png,1,1,1,0
images/train_00423.png,1,1,1,0
images/train_00424.png,1,1,1,0
images/train_00425.png,1,1,1,0
images/train_00426.png,0,1,1,1
images/train_00427.png,1,1,1,0
images/train_00428.png,1,1,1,0
images/train_00429.png,1,1,1,0
images/train_00430.png,1,1,1,0
images/train_00431.png,1,1,1,0
images/train_00432.png,1,1,1,0
images/train_00433.png,1,1,1,0
images/train_00434.png,1,1,1,0
images/train_00435.png,1,1,1,0
images/train_00436.png,1,1,1,0
images/train_00437.png,1,1,1,0
images/train_00438.png,1,1,1,0
images/train_00439.png,1,1,1,0
images/train_00440.png,1,1,1,0
images/train_00441.png,1,1,1,0
images/train_00442.png,1,1,1,0
images/train_00443.png,1,1,1,0
images/train_00444.png,1,1,1,0
images/train_00445.png,1,1,1,0
images/train_00446.png,1,1,1,0
images/train_00447.png,1,1,1,0
images/train_00448.png,1,1,1,0
images/train_00449.png,1,1,1,0
images/train_00450.png,1,1,1,0
images/train_00451.png,1,1,1,0
images/train_00452.png,1,1,1,0
images/train_00453.png,1,1,1,0
images/train_00454.png,1,1,1,0
images/train_00455.png,1,1,1,0
images/train_00456.png,1,1,1,0
images/train_00457.png,1,1,1,0
images/train_00458.png,1,1,1,0
images/train_00459.png,1,1,1,0
images/train_00460.png,1,1,1,0
images/train_00461.png,1,1,1,0
images/train_00462.png,1,1,1,0
images/train_00463.png,1,1,1,0
images/train_00464.png,1,1,1,0
images/train_00465.png,1,1,1,0
images/train_00466.png,1,1,1,0
images/train_00467.png,1,1,1,0
images/train_00468.png,1,1,1,0
images/train_00469.png,1,1,1,0
images/train_00470.png,1,1,1,0
images/train_00471.png,1,1,1,0
images/train_00472.png,1,1,1,0
images/train_00473.png,1,1,1,0
images/train_00474.png,1,1,1,0
images/train_00475.png,1,1,1,0
images/train_00476.png,1,1,1,0
images/train_00477.png,1,1,1,0
images/train_00478.png,1,1,1,0
images/train_00479.png,1,1,1,0
images/train_00480.png,1,1,1,0
images/train_00481.png,1,1,1,0
images/train_00482.png,1,1,1,0
images/train_00483.png,1,1,1,0
images/train_00484.png,1,1,1,0
images/train_00485.png,1,1,1,0
images/train_00486.png,1,1,1,0
images/train_00487.png,1,1,1,0
images/train_00488.png,1,1,1,0
images/train_00489.png,1,1,1,0
images/train_00490.png,1,1,1,0
images/train_00491.png,1,1,1,0
images/train_00492.png,1,1,1,0
images/train_00493.png,1,1,1,0
images/train_00494.png,1,1,1,0
images/train_00495.png,1,1,1,0
images/train_00496.png,1,1,1,0
images/train_00497.png,1,1,1,0
images/train_00498.png,1,1,1,0
images/train_00499.png,1,1,1,0
images/train_00500.png,1,1,1,0
images/train_00501.png,1,1,1,0
images/train_00502.png,1,1,1,0
images/train_00503.png,1,1,1,0
images/train_00504.png,1,1,1,0
images/train_00505.png,1,1,1,0
images/train_00506.png,1,1,1,0
images/train_00507.png,1,1,1,0
images/train_00508.png,1,1,1,0
images/train_00509.png,1,1,1,0
images/train_00510.png,1,1,1,0
images/train_00511.png,1,1,1,0
images/train_00512.png,1,1,1,0
images/train_00513.png,1,1,1,0
images/train_00514.png,1,1,1,0
images/train_00515.png,1,1,1,0
images/train_00516.png,1,1,1,0
images/train_00517.png,1,1,1,0
images/train_00518.png,1,1,1,0
images/train_00519.png,1,1,1,0
images/train_00520.png,1,1,1,0
images/train_00521.png,1,1,1,0
images/train_00522.png,1,1,1,0
images/train_00523.png,1,1,1,0
images/train_00524.png,1,1,1,0
images/train_00525.png,1,1,1,0
images/train_00526.png,1,1,1,0
images/train_00527.png,1,1,1,0
images/train_00528.png,1,1,1,0
images/train_00529.png,0,1,1,1
images/train_00530.png,1,1,1,0
images/train_00531.png,1,1,1,0
images/train_00532.png,1,1,1,0
images/train_00533.png,1,1,1,0
images/train_00534.png,1,1,1,0
images/train_00535.png,1,1,1,0
images/train_00536.png,1,1,1,0
images/train_00537.png,1,1,1,0
images/train_00538.png,1,1,1,0
images/train_00539.png,1,1,1,0
images/train_00540.png,1,1,1,0
images/train_00541.png,1,1,1,0
images/train_00542.png,1,1,1,0
images/train_00543.png,1,1,1,0
images/train_00544.png,1,1,1,0
images/train_00545.png,1,1,1,0
images/train_00546.png,1,1,1,0
images/train_00547.png,1,1,1,0
images/train_00548.png,1,1,1,0
images/train_00549.png,1,1,1,0
images/train_00550.png,1,1,1,0
images/train_00551.png,1,1,1,0
images/train_00552.png,1,1,1,0
images/train_00553.png,1,1,1,0
images/train_00554.png,1,1,1,0
images/train_00555.png,1,1,1,0
images/train_00556.png,1,1,1,0
images/train_00557.png,1,1,1,0
images/train_00558.png,1,1,1,0
images/train_00559.png,1,1,1,0
images/train_00560.png,1,1,1,0
images/train_00561.png,1,1,1,0
images/train_00562.png,1,1,1,0
images/train_00563.png,1,1,1,0
images/train_00564.png,1,1,1,0
images/train_00565.png,1,1,1,0
images/train_00566.png,1,1,1,0
images/train_00567.png,1,1,1,0
images/train_00568.png,1,1,1,0
images/train_00569.png,1,1,1,0
images/train_00570.png,1,1,1,0
images/train_00571.png,1,1,1,0
images/train_00572.png,1,1,1,0
images/train_00573.png,1,1,1,0
images/train_00574.png,1,1,1,0
images/train_00575.png,1,1,1,0
images/train_00576.png,1,1,1,0
images/train_00577.png,1,1,1,0
images/train_00578.png,1,1,1,0
images/train_00579.png,1,1,1,0
images/train_00580.png,1,1,1,0
images/train_00581.png,1,1,1,0
images/train_00582.png,1,1,1,0
images/train_00583.png,1,1,1,0
images/train_00584.png,1,1,1,0
images/train_00585.png,1,1,1,0
images/train_00586.png,1,1,1,0
images/train_00587.png,1,1,1,0
images/train_00588.png,1,1,1,0
images/train_00589.png,1,1,1,0
images/train_00590.png,1,1,1,0
images/train_00591.png,1,1,1,0
images/train_00592.png,1,1,1,0
images/train_00593.png,1,1,1,0
images/train_00594.png,1,1,1,0
images/train_00595.png,1,1,1,0
images/train_00596.png,1,1,1,0
images/train_00597.png,1,1,1,0
images/train_00598.png,1,1,1,0
images/train_00599.png,1,1,1,0
images/train_00600.png,1,1,1,0
images/train_00601.png,1,1,1,0
images/train_00602.png,1,1,1,0
images/train_00603.png,1,1,1,0
images/train_00604.png,1,1,1,0
images/train_00605.png,0,1,1,1
images/train_00606.png,1,1,1,0
images/train_00607.png,1,1,1,0
images/train_00608.png,1,1,1,0
images/train_00609.png,1,1,1,0
images/train_00610.png,1,1,1,0
images/train_00611.png,1,1,1,0
images/train_00612.png,1,1,1,0
images/train_00613.png,1,1,1,0
images/train_00614.png,1,1,1,0
images/train_00615.png,1,1,1,0
images/train_00616.png,1,1,1,0
images/train_00617.png,1,1,1,0
images/train_00618.png,1,1,1,0
images/train_00619.png,1,1,1,0
images/train_00620.png,0,1,1,1
images/train_00621.png,1,1,1,0
images/train_00622.png,1,1,1,0
images/train_00623.png,1,1,1,0
images/train_00624.png,1,1,1,0
images/train_00625.png,1,1,1,0
images/train_00626.png,1,1,1,0
images/train_00627.png,1,1,1,0
images/train_00628.png,1,1,1,0
images/train_00629.png,1,1,1,0
images/train_00630.png,1,1,1,0
images/train_00631.png,1,1,1,0
images/train_00632.png,1,1,1,0
images/train_00633.png,1,1,1,0
images/train_00634.png,1,1,1,0
images/train_00635.png,1,1,1,0
images/train_00636.png,1,1,1,0
images/train_00637.png,1,1,1,0
images/train_00638.png,1,1,1,0
images/train_00639.png,1,1,1,0
images/train_00640.png,1,1,1,0
images/train_00641.png,1,1,1,0
images/train_00642.png,1,1,1,0
images/train_00643.png,1,1,1,0
images/train_00644.png,1,1,1,0
images/train_00645.png,1,1,1,0
images/train_00646.png,1,1,1,0
images/train_00647.png,1,1,1,0
images/train_00648.png,1,1,1,0
images/train_00649.png,1,1,1,0
images/train_00650.png,0,1,1,1
images/train_00651.png,1,1,1,0
images/train_00652.png,1,1,1,0
images/train_00653.png,1,1,1,0
images/train_00654.png,1,1,1,0
images/train_00655.png,1,1,1,0
images/train_00656.png,1,1,1,0
images/train_00657.png,1,1,1,0
images/train_00658.png,1,1,1,0
images/train_00659.png,1,1,1,0
images/train_00660.png,1,1,1,0
images/train_00661.png,1,1,1,0
images/train_00662.png,1,1,1,0
images/train_00663.png,1,1,1,0
images/train_00664.png,1,1,1,0
images/train_00665.png,1,1,1,0
images/train_00666.png,1,1,1,0
images/train_00667.png,1,1,1,0
images/train_00668.png,1,1,1,0
images/train_00669.png,1,1,1,0
images/train_00670.png,1,1,1,0
images/train_00671.png,1,1,1,0
images/train_00672.png,1,1,1,0
images/train_00673.png,1,1,1,0
images/train_00674.png,1,1,1,0
images/train_00675.png,1,1,1,0
images/train_00676.png,1,1,1,0
images/train_00677.png,1,1,1,0
images/train_00678.png,1,1,1,0
images/train_00679.png,1,1,1,0
images/train_00680.png,1,1,1,0
images/train_00681.png,1,1,1,0
images/train_00682.png,1,1,1,0
images/train_00683.png,1,1,1,0
images/train_00684.png,1,1,1,0
images/train_00685.png,1,1,1,0
images/train_00686.png,1,1,1,0
images/train_00687.png,1,1,1,0
images/train_00688.png,1,1,1,0
images/train_00689.png,1,1,1,0
images/train_00690.png,1,1,1,0
images/train_00691.png,1,1,1,0
images/train_00692.png,1,1,1,0
images/train_00693.png,1,1,1,0
images/train_00694.png,1,1,1,0
images/train_00695.png,1,1,1,0
images/train_00696.png,1,1,1,0
images/train_00697.png,1,1,1,0
images/train_00698.png,1,1,1,0
images/train_00699.png,1,1,1,0
images/train_00700.png,1,1,1,0
images/train_00701.png,1,1,1,0
images/train_00702.png,1,1,1,0
images/train_00703.png,1,1,1,0
images/train_00704.png,1,1,1,0
images/train_00705.png,1,1,1,0
images/train_00706.png,1,1,1,0
images/train_00707.png,1,1,1,0
images/train_00708.png,1,1,1,0
images/train_00709.png,1,1,1,0
images/train_00710.png,1,1,1,0
images/train_00711.png,1,1,1,0
images/train_00712.png,1,1,1,0
images/train_00713.png,1,1,1,0
images/train_00714.png,1,1,1,0
images/train_00715.png,1,1,1,0
images/train_00716.png,1,1,1,0
images/train_00717.png,1,1,1,0
images/train_00718.png,1,1,1,0
images/train_00719.png,1,1,1,0
images/train_00720.png,1,1,1,0
images/train_00721.png,1,1,1,0
images/train_00722.png,1,1,1,0
images/train_00723.png,1,1,1,0
images/train_00724.png,1,1,1,0
images/train_00725.png,1,1,1,0
images/train_00726.png,1,1,1,0
images/train_00727.png,1,1,1,0
images/train_00728.png,1,1,1,0
images/train_00729.png,1,1,1,0
images/train_00730.png,1,1,1,0
images/train_00731.png,1,1,1,0
images/train_00732.png,1,1,1,0
images/train_00733.png,0,1,1,1
images/train_00734.png,1,1,1,0
images/train_00735.png,0,1,1,1
images/train_00736.png,1,1,1,0
images/train_00737.png,1,1,1,0
images/train_00738.png,1,1,1,0
images/train_00739.png,1,1,1,0
images/train_00740.png,1,1,1,0
images/train_00741.png,1,1,1,0
images/train_00742.png,1,1,1,0
images/train_00743.png,1,1,1,0
images/train_00744.png,1,1,1,0
images/train_00745.png,1,1,1,0
images/train_00746.png,1,1,1,0
images/train_00747.png,1,1,1,0
images/train_00748.png,1,1,1,0
images/train_00749.png,1,1,1,0
images/train_00750.png,1,1,1,0
images/train_00751.png,1,1,1,0
images/train_00752.png,1,1,1,0
images/train_00753.png,1,1,1,0
images/train_00754.png,1,1,1,0
images/train_00755.png,1,1,1,0
images/train_00756.png,1,1,1,0
images/train_00757.png,1,1,1,0
images/train_00758.png,1,1,1,0
images/train_00759.png,1,1,1,0
images/train_00760.png,1,1,1,0
images/train_00761.png,1,1,1,0
images/train_00762.png,1,1,1,0
images/train_00763.png,1,1,1,0
images/train_00764.png,1,1,1,0
images/train_00765.png,1,1,1,0
images/train_00766.png,1,1,1,0
images/train_00767.png,1,1,1,0
images/train_00768.png,1,1,1,0
images/train_00769.png,1,1,1,0
images/train_00770.png,1,1,1,0
images/train_00771.png,0,1,1,1
images/train_00772.png,1,1,1,0
images/train_00773.png,1,1,1,0
images/train_00774.png,1,1,1,0
images/train_00775.png,1,1,1,0
images/train_00776.png,1,1,1,0
images/train_00777.png,1,1,1,0
images/train_00778.png,1,1,1,0
images/train_00779.png,1,1,1,0
images/train_00780.png,1,1,1,0
images/train_00781.png,1,1,1,0
images/train_00782.png,1,1,1,0
images/train_00783.png,1,1,1,0
images/train_00784.png,0,1,1,1
images/train_00785.png,1,1,1,0
images/train_00786.png,1,1,1,0
images/train_00787.png,1,1,1,0
images/train_00788.png,1,1,1,0
images/train_00789.png,1,1,1,0
images/train_00790.png,1,1,1,0
images/train_00791.png,1,1,1,0
images/train_00792.png,1,1,1,0
images/train_00793.png,0,1,1,1
images/train_00794.png,1,1,1,0
images/train_00795.png,1,1,1,0
images/train_00796.png,1,1,1,0
images/train_00797.png,1,1,1,0
images/train_00798.png,1,1,1,0
images/train_00799.png,0,1,1,1
images/train_00800.png,1,1,1,0
images/train_00801.png,1,1,1,0
images/train_00802.png,1,1,1,0
images/train_00803.png,1,1,1,0
images/train_00804.png,1,1,1,0
images/train_00805.png,1,1,1,0
images/train_00806.png,1,1,1,0
images/train_00807.png,1,1,1,0
images/train_00808.png,1,1,1,0
images/train_00809.png,1,1,1,0
images/train_00810.png,1,1,1,0
images/train_00811.png,1,1,1,0
images/train_00812.png,1,1,1,0
images/train_00813.png,1,1,1,0
images/train_00814.png,1,1,1,0
images/train_00815.png,1,1,1,0
images/train_00816.png,1,1,1,0
